job_id,title,company,description,location_raw,district,province,salary_raw,salary_min,salary_max,salary_currency,sector,experience_raw,experience_min_years,experience_max_years,experience_level,employment_type,work_mode,date_posted,date_scraped,source,is_graduate_friendly,skills_json,qualifications_json
2633,Staff Nurse,Lanka Hospitals,"We are looking for a Staff Nurse to join Lanka Hospitals in Colombo. Requirements: English, Medical Laboratory, Communication, GMP, Public Health. Experience: 5-7 years.",Colombo,Colombo,Western,"LKR 256,000 - 313,000",256000.0,313000.0,LKR,Healthcare,5-7 years,5,7,senior,Contract,hybrid,2026-01-12,2026-05-14 10:58:36.224056,gazette,0,"[""English"", ""Medical Laboratory"", ""Communication"", ""GMP"", ""Public Health""]",[]
2634,Digital Marketing Executive,Dialog,"We are looking for a Digital Marketing Executive to join Dialog in Kalutara. Requirements: Negotiation, Excel, Content Marketing, Presentation Skills, Communication. Experience: 1-4 years.",Kalutara,Kalutara,Western,"LKR 128,000 - 157,000",128000.0,157000.0,LKR,Sales & Marketing,1-4 years,1,4,junior,Full-time,hybrid,2025-12-31,2026-05-14 10:58:36.224093,gazette,0,"[""Negotiation"", ""Excel"", ""Content Marketing"", ""Presentation Skills"", ""Communication""]",[]
2635,Maintenance Engineer,Piramal Glass,"We are looking for a Maintenance Engineer to join Piramal Glass in Matara. Requirements: Maintenance Management, Production Planning, ERP, AutoCAD, Mechanical Engineering. Experience: Fresh/Entry Level.",Matara,Matara,Southern,"LKR 118,000 - 144,000",118000.0,144000.0,LKR,Manufacturing,Fresh/Entry Level,0,3,entry,Full-time,onsite,2026-03-27,2026-05-14 10:58:36.224132,topjobs,1,"[""Maintenance Management"", ""Production Planning"", ""ERP"", ""AutoCAD"", ""Mechanical Engineering""]",[]
2636,Project Engineer,Link Engineering,"We are looking for a Project Engineer to join Link Engineering in Badulla. Requirements: SolidWorks, Excel, Project Management. Experience: 1-4 years.",Badulla,Badulla,Uva,"LKR 254,000 - 310,000",254000.0,310000.0,LKR,Construction & Engineering,1-4 years,1,4,junior,Part-time,onsite,2026-03-10,2026-05-14 10:58:36.224168,topjobs,0,"[""SolidWorks"", ""Excel"", ""Project Management""]",[]
2637,Network Engineer,Lanka Bell,"We are looking for a Network Engineer to join Lanka Bell in Colombo. Requirements: SQL, Networking, Project Management, Python, Communication, Linux, AWS. Experience: 5-7 years.",Colombo,Colombo,Western,,,,LKR,Telecommunications,5-7 years,5,7,senior,Full-time,onsite,2026-01-04,2026-05-14 10:58:36.224202,topjobs,0,"[""SQL"", ""Networking"", ""Project Management"", ""Python"", ""Communication"", ""Linux"", ""AWS""]",[]
2638,Research Assistant,Lyceum International,"We are looking for a Research Assistant to join Lyceum International in Colombo. Requirements: Training & Development, MSc, Communication, English. Experience: 3-5 years.",Colombo,Colombo,Western,,,,LKR,Education,3-5 years,3,5,mid,Full-time,remote,2026-01-17,2026-05-14 10:58:36.224234,topjobs,0,"[""Training & Development"", ""MSc"", ""Communication"", ""English""]",[]
2639,Cutting Supervisor,MAS Holdings,"We are looking for a Cutting Supervisor to join MAS Holdings in Colombo. Requirements: Supply Chain Management, Lean Manufacturing, ERP, Production Planning, Six Sigma, Procurement, ISO 9001, Quality Control. Experience: 7-10 years.",Colombo,Colombo,Western,"LKR 130,000 - 159,000",130000.0,159000.0,LKR,Apparel & Textile,7-10 years,7,10,senior,Full-time,onsite,2026-03-19,2026-05-14 10:58:36.224271,dreamjobs,0,"[""Supply Chain Management"", ""Lean Manufacturing"", ""ERP"", ""Production Planning"", ""Six Sigma"", ""Procurement"", ""ISO 9001"", ""Quality Control""]",[]
2640,Event Coordinator,Anantara,"We are looking for a Event Coordinator to join Anantara in Colombo. Requirements: Hotel Management, Front Office, Revenue Management, Event Management, Communication. Experience: 5-6 years.",Colombo,Colombo,Western,"LKR 59,000 - 73,000",59000.0,73000.0,LKR,Tourism & Hospitality,5-6 years,5,6,senior,Contract,onsite,2026-03-10,2026-05-14 10:58:36.224322,linkedin,0,"[""Hotel Management"", ""Front Office"", ""Revenue Management"", ""Event Management"", ""Communication""]",[]
2641,Financial Analyst,DFCC Bank,"We are looking for a Financial Analyst to join DFCC Bank in Kandy. Requirements: Excel, Anti-Money Laundering, Compliance. Experience: 5-7 years.",Kandy,Kandy,Central,,,,LKR,Banking & Financial Services,5-7 years,5,7,senior,Full-time,onsite,2026-03-30,2026-05-14 10:58:36.224356,topjobs,0,"[""Excel"", ""Anti-Money Laundering"", ""Compliance""]",[]
2642,Treasury Analyst,Sri Lanka Insurance,"We are looking for a Treasury Analyst to join Sri Lanka Insurance in Ratnapura. Requirements: Excel, Banking Operations, CIMA, SAP, SQL, Credit Analysis. Experience: 3-4 years.",Ratnapura,Ratnapura,Sabaragamuwa,"LKR 238,000 - 291,000",238000.0,291000.0,LKR,Banking & Financial Services,3-4 years,3,4,mid,Full-time,onsite,2026-04-18,2026-05-14 10:58:36.224394,dreamjobs,0,"[""Excel"", ""Banking Operations"", ""CIMA"", ""SAP"", ""SQL"", ""Credit Analysis""]",[]
2643,Bank Officer,Pan Asia Banking,"We are looking for a Bank Officer to join Pan Asia Banking in Kandy. Requirements: Financial Modeling, Risk Management, SAP, SQL, Power BI, IFRS. Experience: 1-3 years.",Kandy,Kandy,Central,,,,LKR,Banking & Financial Services,1-3 years,1,3,junior,Full-time,onsite,2026-05-09,2026-05-14 10:58:36.224427,dreamjobs,0,"[""Financial Modeling"", ""Risk Management"", ""SAP"", ""SQL"", ""Power BI"", ""IFRS""]",[]
2644,Sales Executive,Elephant House,"We are looking for a Sales Executive to join Elephant House in Colombo. Requirements: Negotiation, Salesforce, Excel. Experience: 2-4 years.",Colombo,Colombo,Western,"LKR 79,000 - 97,000",79000.0,97000.0,LKR,Sales & Marketing,2-4 years,2,4,junior,Internship,onsite,2026-03-12,2026-05-14 10:58:36.224462,topjobs,1,"[""Negotiation"", ""Salesforce"", ""Excel""]",[]
2645,Fund Accountant,Commercial Bank,"We are looking for a Fund Accountant to join Commercial Bank in Colombo. Requirements: Banking Operations, SQL, CIMA, Anti-Money Laundering, ACCA, Credit Analysis, Risk Management. Experience: 3-4 years.",Colombo,Colombo,Western,,,,LKR,Banking & Financial Services,3-4 years,3,4,mid,Full-time,onsite,2026-04-03,2026-05-14 10:58:36.224495,dreamjobs,0,"[""Banking Operations"", ""SQL"", ""CIMA"", ""Anti-Money Laundering"", ""ACCA"", ""Credit Analysis"", ""Risk Management""]",[]
2646,Sales Executive,Hemas Consumer,"We are looking for a Sales Executive to join Hemas Consumer in Colombo. Requirements: Social Media Marketing, Google Ads, Content Marketing, Brand Management, Communication, Presentation Skills, Excel, Salesforce. Experience: 3-6 years.",Colombo,Colombo,Western,,,,LKR,Sales & Marketing,3-6 years,3,6,mid,Full-time,hybrid,2025-12-12,2026-05-14 10:58:36.224528,gazette,0,"[""Social Media Marketing"", ""Google Ads"", ""Content Marketing"", ""Brand Management"", ""Communication"", ""Presentation Skills"", ""Excel"", ""Salesforce""]",[]
2647,IT Support Engineer,CodeGen International,"We are looking for a IT Support Engineer to join CodeGen International in Colombo. Requirements: React, CI/CD, Node.js, Power BI, Scrum, Azure. Experience: 2-4 years.",Colombo,Colombo,Western,,,,LKR,Information Technology,2-4 years,2,4,junior,Part-time,hybrid,2026-02-26,2026-05-14 10:58:36.224561,topjobs,0,"[""React"", ""CI/CD"", ""Node.js"", ""Power BI"", ""Scrum"", ""Azure""]",[]
2648,Quality Assurance Manager,Haycarb,"We are looking for a Quality Assurance Manager to join Haycarb in Matale. Requirements: ERP, Six Sigma, Maintenance Management, AutoCAD, Production Planning, ISO 9001, Quality Control. Experience: Fresh/Entry Level.",Matale,Matale,Central,"LKR 146,000 - 179,000",146000.0,179000.0,LKR,Manufacturing,Fresh/Entry Level,0,3,entry,Contract,onsite,2025-12-21,2026-05-14 10:58:36.224601,dreamjobs,1,"[""ERP"", ""Six Sigma"", ""Maintenance Management"", ""AutoCAD"", ""Production Planning"", ""ISO 9001"", ""Quality Control""]",[]
2649,Pattern Maker,Linea Aqua,"We are looking for a Pattern Maker to join Linea Aqua in Colombo. Requirements: ISO 9001, Lean Manufacturing, Quality Control, Excel, Procurement, ERP. Experience: 3-5 years.",Colombo,Colombo,Western,"LKR 173,000 - 212,000",173000.0,212000.0,LKR,Apparel & Textile,3-5 years,3,5,mid,Full-time,onsite,2026-01-17,2026-05-14 10:58:36.224639,gazette,0,"[""ISO 9001"", ""Lean Manufacturing"", ""Quality Control"", ""Excel"", ""Procurement"", ""ERP""]",[]
2650,Management Assistant,Sri Lanka Customs,"We are looking for a Management Assistant to join Sri Lanka Customs in Kegalle. Requirements: Project Management, Budgeting, Excel, English. Experience: 5-8 years.",Kegalle,Kegalle,Sabaragamuwa,"LKR 37,000 - 45,000",37000.0,45000.0,LKR,Government & Public Sector,5-8 years,5,8,senior,Full-time,onsite,2025-12-26,2026-05-14 10:58:36.224676,dreamjobs,0,"[""Project Management"", ""Budgeting"", ""Excel"", ""English""]",[]
2651,Key Account Manager,Elephant House,"We are looking for a Key Account Manager to join Elephant House in Gampaha. Requirements: Social Media Marketing, CRM, Digital Marketing, Presentation Skills, SEO. Experience: Fresh/Entry Level.",Gampaha,Gampaha,Western,,,,LKR,Sales & Marketing,Fresh/Entry Level,0,1,entry,Contract,hybrid,2025-11-25,2026-05-14 10:58:36.224708,linkedin,1,"[""Social Media Marketing"", ""CRM"", ""Digital Marketing"", ""Presentation Skills"", ""SEO""]",[]
2652,Reservation Agent,Marriott Weligama,"We are looking for a Reservation Agent to join Marriott Weligama in Kurunegala. Requirements: English, Housekeeping, Communication, Event Management. Experience: 2-4 years.",Kurunegala,Kurunegala,North Western,"LKR 141,000 - 172,000",141000.0,172000.0,LKR,Tourism & Hospitality,2-4 years,2,4,junior,Internship,onsite,2026-05-11,2026-05-14 10:58:36.224744,linkedin,1,"[""English"", ""Housekeeping"", ""Communication"", ""Event Management""]",[]
2653,Quality Assurance Manager,Delmege Forsyth,"We are looking for a Quality Assurance Manager to join Delmege Forsyth in Colombo. Requirements: Lean Manufacturing, Production Planning, Six Sigma, Quality Control, Mechanical Engineering. Experience: 3-4 years.",Colombo,Colombo,Western,"LKR 248,000 - 303,000",248000.0,303000.0,LKR,Manufacturing,3-4 years,3,4,mid,Full-time,onsite,2026-02-07,2026-05-14 10:58:36.224783,dreamjobs,0,"[""Lean Manufacturing"", ""Production Planning"", ""Six Sigma"", ""Quality Control"", ""Mechanical Engineering""]",[]
2654,Academic Coordinator,British Council,"We are looking for a Academic Coordinator to join British Council in Colombo. Requirements: Leadership, MSc, Presentation Skills, Training & Development, English, Communication. Experience: Fresh/Entry Level.",Colombo,Colombo,Western,,,,LKR,Education,Fresh/Entry Level,0,1,entry,Full-time,onsite,2026-03-01,2026-05-14 10:58:36.224833,topjobs,1,"[""Leadership"", ""MSc"", ""Presentation Skills"", ""Training & Development"", ""English"", ""Communication""]",[]
2655,F&B Manager,Anantara,"We are looking for a F&B Manager to join Anantara in Kurunegala. Requirements: Housekeeping, Revenue Management, Event Management, Customer Service. Experience: 3-4 years.",Kurunegala,Kurunegala,North Western,,,,LKR,Tourism & Hospitality,3-4 years,3,4,mid,Contract,onsite,2026-02-15,2026-05-14 10:58:36.224867,dreamjobs,0,"[""Housekeeping"", ""Revenue Management"", ""Event Management"", ""Customer Service""]",[]
2656,IT Project Manager,Dialog Axiata,"We are looking for a IT Project Manager to join Dialog Axiata in Kurunegala. Requirements: TypeScript, Kubernetes, Java. Experience: 3-6 years.",Kurunegala,Kurunegala,North Western,"LKR 314,000 - 384,000",314000.0,384000.0,LKR,Information Technology,3-6 years,3,6,mid,Internship,hybrid,2025-12-04,2026-05-14 10:58:36.224922,gazette,1,"[""TypeScript"", ""Kubernetes"", ""Java""]",[]
2657,Research Scientist,Bogawantalawa Tea,"We are looking for a Research Scientist to join Bogawantalawa Tea in Anuradhapura. Requirements: Communication, Project Management, Quality Control. Experience: Fresh/Entry Level.",Anuradhapura,Anuradhapura,North Central,"LKR 137,000 - 168,000",137000.0,168000.0,LKR,Agriculture,Fresh/Entry Level,0,3,entry,Full-time,onsite,2026-02-10,2026-05-14 10:58:36.224959,gazette,1,"[""Communication"", ""Project Management"", ""Quality Control""]",[]
2658,Treasury Analyst,Pan Asia Banking,"We are looking for a Treasury Analyst to join Pan Asia Banking in Vavuniya. Requirements: Banking Operations, CIMA, Credit Analysis, Risk Management, ACCA. Experience: 1-3 years.",Vavuniya,Vavuniya,Northern,"LKR 88,000 - 108,000",88000.0,108000.0,LKR,Banking & Financial Services,1-3 years,1,3,junior,Contract,onsite,2026-03-11,2026-05-14 10:58:36.224995,topjobs,0,"[""Banking Operations"", ""CIMA"", ""Credit Analysis"", ""Risk Management"", ""ACCA""]",[]
2659,Accountant,Sri Lanka Customs,"We are looking for a Accountant to join Sri Lanka Customs in Colombo. Requirements: Project Management, Excel, MBA. Experience: 5-7 years.",Colombo,Colombo,Western,"LKR 106,000 - 129,000",106000.0,129000.0,LKR,Government & Public Sector,5-7 years,5,7,senior,Part-time,onsite,2026-02-11,2026-05-14 10:58:36.225031,topjobs,0,"[""Project Management"", ""Excel"", ""MBA""]",[]
2660,Reservation Agent,Movenpick Colombo,"We are looking for a Reservation Agent to join Movenpick Colombo in Colombo. Requirements: Communication, Revenue Management, Food & Beverage, English, Front Office. Experience: 1-2 years.",Colombo,Colombo,Western,,,,LKR,Tourism & Hospitality,1-2 years,1,2,junior,Full-time,onsite,2026-03-07,2026-05-14 10:58:36.225066,topjobs,0,"[""Communication"", ""Revenue Management"", ""Food & Beverage"", ""English"", ""Front Office""]",[]
2661,Academic Coordinator,University of Colombo,"We are looking for a Academic Coordinator to join University of Colombo in Kurunegala. Requirements: Presentation Skills, Critical Thinking, English, Communication. Experience: 3-4 years.",Kurunegala,Kurunegala,North Western,"LKR 50,000 - 62,000",50000.0,62000.0,LKR,Education,3-4 years,3,4,mid,Contract,onsite,2026-01-19,2026-05-14 10:58:36.225104,linkedin,0,"[""Presentation Skills"", ""Critical Thinking"", ""English"", ""Communication""]",[]
2662,Quality Assurance Manager,Haycarb,"We are looking for a Quality Assurance Manager to join Haycarb in Trincomalee. Requirements: Quality Control, AutoCAD, Maintenance Management, ISO 9001, Electrical Engineering, Mechanical Engineering, Production Planning, Six Sigma. Experience: Fresh/Entry Level.",Trincomalee,Trincomalee,Eastern,"LKR 187,000 - 228,000",187000.0,228000.0,LKR,Manufacturing,Fresh/Entry Level,0,1,entry,Full-time,onsite,2026-02-10,2026-05-14 10:58:36.225144,topjobs,1,"[""Quality Control"", ""AutoCAD"", ""Maintenance Management"", ""ISO 9001"", ""Electrical Engineering"", ""Mechanical Engineering"", ""Production Planning"", ""Six Sigma""]",[]
2663,Structural Engineer,Nawaloka Construction,"We are looking for a Structural Engineer to join Nawaloka Construction in Mullaitivu. Requirements: SolidWorks, Excel, Civil Engineering, BSc, Project Management, AutoCAD. Experience: 3-5 years.",Mullaitivu,Mullaitivu,Northern,"LKR 121,000 - 147,000",121000.0,147000.0,LKR,Construction & Engineering,3-5 years,3,5,mid,Full-time,onsite,2025-12-22,2026-05-14 10:58:36.225183,dreamjobs,0,"[""SolidWorks"", ""Excel"", ""Civil Engineering"", ""BSc"", ""Project Management"", ""AutoCAD""]",[]
2664,Pattern Maker,MAS Holdings,"We are looking for a Pattern Maker to join MAS Holdings in Colombo. Requirements: Lean Manufacturing, Quality Control, ERP, Excel, Procurement, Supply Chain Management, Six Sigma. Experience: 2-4 years.",Colombo,Colombo,Western,"LKR 168,000 - 205,000",168000.0,205000.0,LKR,Apparel & Textile,2-4 years,2,4,junior,Contract,onsite,2026-05-08,2026-05-14 10:58:36.225222,gazette,0,"[""Lean Manufacturing"", ""Quality Control"", ""ERP"", ""Excel"", ""Procurement"", ""Supply Chain Management"", ""Six Sigma""]",[]
2665,Training Manager,Lyceum International,"We are looking for a Training Manager to join Lyceum International in Gampaha. Requirements: Critical Thinking, Leadership, MSc, Communication, BSc, Presentation Skills, English, Training & Development. Experience: 3-6 years.",Gampaha,Gampaha,Western,"LKR 53,000 - 65,000",53000.0,65000.0,LKR,Education,3-6 years,3,6,mid,Full-time,onsite,2025-11-18,2026-05-14 10:58:36.225261,topjobs,0,"[""Critical Thinking"", ""Leadership"", ""MSc"", ""Communication"", ""BSc"", ""Presentation Skills"", ""English"", ""Training & Development""]",[]
2666,Insurance Executive,Cargills Bank,"We are looking for a Insurance Executive to join Cargills Bank in Galle. Requirements: Credit Analysis, Auditing, Risk Management, ACCA, Banking Operations. Experience: 2-5 years.",Galle,Galle,Southern,"LKR 128,000 - 156,000",128000.0,156000.0,LKR,Banking & Financial Services,2-5 years,2,5,junior,Contract,onsite,2025-11-15,2026-05-14 10:58:36.225301,dreamjobs,0,"[""Credit Analysis"", ""Auditing"", ""Risk Management"", ""ACCA"", ""Banking Operations""]",[]
2667,QA Engineer,Virtusa,"We are looking for a QA Engineer to join Virtusa in Gampaha. Requirements: Java, Machine Learning, Python, Azure, CI/CD. Experience: 1-4 years.",Gampaha,Gampaha,Western,"LKR 94,000 - 114,000",94000.0,114000.0,LKR,Information Technology,1-4 years,1,4,junior,Internship,hybrid,2026-05-03,2026-05-14 10:58:36.225338,gazette,1,"[""Java"", ""Machine Learning"", ""Python"", ""Azure"", ""CI/CD""]",[]
2668,Warehouse Supervisor,CICT Colombo,"We are looking for a Warehouse Supervisor to join CICT Colombo in Monaragala. Requirements: CILT, Procurement, Logistics. Experience: Fresh/Entry Level.",Monaragala,Monaragala,Uva,"LKR 50,000 - 61,000",50000.0,61000.0,LKR,Logistics & Transportation,Fresh/Entry Level,0,3,entry,Internship,onsite,2026-01-02,2026-05-14 10:58:36.225374,dreamjobs,1,"[""CILT"", ""Procurement"", ""Logistics""]",[]
2669,Chef,Marriott Weligama,"We are looking for a Chef to join Marriott Weligama in Galle. Requirements: Food & Beverage, Communication, Revenue Management, Event Management. Experience: Fresh/Entry Level.",Galle,Galle,Southern,,,,LKR,Tourism & Hospitality,Fresh/Entry Level,0,1,entry,Internship,onsite,2026-05-06,2026-05-14 10:58:36.225406,topjobs,1,"[""Food & Beverage"", ""Communication"", ""Revenue Management"", ""Event Management""]",[]
2670,Machine Learning Engineer,IFS,"We are looking for a Machine Learning Engineer to join IFS in Mannar. Requirements: Node.js, REST API, Docker, PostgreSQL, Angular, MongoDB, Azure. Experience: 1-2 years.",Mannar,Mannar,Northern,"LKR 270,000 - 330,000",270000.0,330000.0,LKR,Information Technology,1-2 years,1,2,junior,Internship,remote,2026-02-23,2026-05-14 10:58:36.225447,topjobs,1,"[""Node.js"", ""REST API"", ""Docker"", ""PostgreSQL"", ""Angular"", ""MongoDB"", ""Azure""]",[]
2671,Medical Officer,Durdans Hospital,"We are looking for a Medical Officer to join Durdans Hospital in Colombo. Requirements: Pharmacy, GMP, Clinical Research, English, Communication, Nursing. Experience: 5-6 years.",Colombo,Colombo,Western,"LKR 225,000 - 275,000",225000.0,275000.0,LKR,Healthcare,5-6 years,5,6,senior,Full-time,onsite,2026-05-09,2026-05-14 10:58:36.225491,topjobs,0,"[""Pharmacy"", ""GMP"", ""Clinical Research"", ""English"", ""Communication"", ""Nursing""]",[]
2672,Agricultural Officer,Ceylon Tea Board,"We are looking for a Agricultural Officer to join Ceylon Tea Board in Anuradhapura. Requirements: Excel, Quality Control, Communication, Project Management, Statistical Analysis. Experience: 5-7 years.",Anuradhapura,Anuradhapura,North Central,,,,LKR,Agriculture,5-7 years,5,7,senior,Contract,onsite,2026-03-21,2026-05-14 10:58:36.225527,topjobs,0,"[""Excel"", ""Quality Control"", ""Communication"", ""Project Management"", ""Statistical Analysis""]",[]
2673,Management Assistant,Ministry of Education,"We are looking for a Management Assistant to join Ministry of Education in Colombo. Requirements: A/L Qualified, Communication, Excel, Sinhala, MBA. Experience: 5-7 years.",Colombo,Colombo,Western,,,,LKR,Government & Public Sector,5-7 years,5,7,senior,Full-time,onsite,2025-12-20,2026-05-14 10:58:36.225559,gazette,0,"[""A/L Qualified"", ""Communication"", ""Excel"", ""Sinhala"", ""MBA""]",[]
2674,Cybersecurity Analyst,Zone24x7,"We are looking for a Cybersecurity Analyst to join Zone24x7 in Gampaha. Requirements: PostgreSQL, Docker, Power BI. Experience: 1-3 years.",Gampaha,Gampaha,Western,"LKR 364,000 - 445,000",364000.0,445000.0,LKR,Information Technology,1-3 years,1,3,junior,Full-time,onsite,2026-03-11,2026-05-14 10:58:36.225595,topjobs,0,"[""PostgreSQL"", ""Docker"", ""Power BI""]",[]
2675,Public Health Inspector,Asiri Hospital,"We are looking for a Public Health Inspector to join Asiri Hospital in Jaffna. Requirements: Communication, GMP, Medical Laboratory, Clinical Research, English, Pharmacy, Public Health, Nursing. Experience: Fresh/Entry Level.",Jaffna,Jaffna,Northern,,,,LKR,Healthcare,Fresh/Entry Level,0,2,entry,Contract,onsite,2026-05-01,2026-05-14 10:58:36.225629,dreamjobs,1,"[""Communication"", ""GMP"", ""Medical Laboratory"", ""Clinical Research"", ""English"", ""Pharmacy"", ""Public Health"", ""Nursing""]",[]
2676,Management Assistant,Central Bank of Sri Lanka,"We are looking for a Management Assistant to join Central Bank of Sri Lanka in Galle. Requirements: MBA, Sinhala, A/L Qualified. Experience: 5-8 years.",Galle,Galle,Southern,"LKR 97,000 - 119,000",97000.0,119000.0,LKR,Government & Public Sector,5-8 years,5,8,senior,Internship,onsite,2026-02-04,2026-05-14 10:58:36.225666,dreamjobs,1,"[""MBA"", ""Sinhala"", ""A/L Qualified""]",[]
2677,Warehouse Manager,Lanka Tiles,"We are looking for a Warehouse Manager to join Lanka Tiles in Colombo. Requirements: ERP, Maintenance Management, AutoCAD. Experience: 1-2 years.",Colombo,Colombo,Western,"LKR 118,000 - 144,000",118000.0,144000.0,LKR,Manufacturing,1-2 years,1,2,junior,Full-time,remote,2025-11-26,2026-05-14 10:58:36.225702,topjobs,0,"[""ERP"", ""Maintenance Management"", ""AutoCAD""]",[]
2678,Sales Executive,Unilever Sri Lanka,"We are looking for a Sales Executive to join Unilever Sri Lanka in Colombo. Requirements: Negotiation, Content Marketing, CRM, SEO, Presentation Skills, Communication, Excel, Brand Management. Experience: 1-3 years.",Colombo,Colombo,Western,"LKR 151,000 - 185,000",151000.0,185000.0,LKR,Sales & Marketing,1-3 years,1,3,junior,Full-time,onsite,2026-02-23,2026-05-14 10:58:36.225740,topjobs,0,"[""Negotiation"", ""Content Marketing"", ""CRM"", ""SEO"", ""Presentation Skills"", ""Communication"", ""Excel"", ""Brand Management""]",[]
2679,QA Engineer,Arimac,"We are looking for a QA Engineer to join Arimac in Colombo. Requirements: Node.js, Python, Scrum, JavaScript, Git, Azure, MongoDB, PostgreSQL. Experience: 2-3 years.",Colombo,Colombo,Western,"LKR 114,000 - 140,000",114000.0,140000.0,LKR,Information Technology,2-3 years,2,3,junior,Internship,hybrid,2026-02-12,2026-05-14 10:58:36.225781,dreamjobs,1,"[""Node.js"", ""Python"", ""Scrum"", ""JavaScript"", ""Git"", ""Azure"", ""MongoDB"", ""PostgreSQL""]",[]
2680,Frontend Developer,hSenid Software,"We are looking for a Frontend Developer to join hSenid Software in Colombo. Requirements: React, SQL, AWS, PostgreSQL. Experience: Fresh/Entry Level.",Colombo,Colombo,Western,"LKR 181,000 - 222,000",181000.0,222000.0,LKR,Information Technology,Fresh/Entry Level,0,2,entry,Internship,hybrid,2026-01-31,2026-05-14 10:58:36.225825,topjobs,1,"[""React"", ""SQL"", ""AWS"", ""PostgreSQL""]",[]
2681,Marketing Manager,Unilever Sri Lanka,"We are looking for a Marketing Manager to join Unilever Sri Lanka in Kandy. Requirements: Google Ads, Social Media Marketing, SEO, Excel. Experience: 3-5 years.",Kandy,Kandy,Central,"LKR 241,000 - 295,000",241000.0,295000.0,LKR,Sales & Marketing,3-5 years,3,5,mid,Internship,hybrid,2025-12-09,2026-05-14 10:58:36.225863,topjobs,1,"[""Google Ads"", ""Social Media Marketing"", ""SEO"", ""Excel""]",[]
2682,Digital Marketing Executive,Hemas Consumer,"We are looking for a Digital Marketing Executive to join Hemas Consumer in Colombo. Requirements: Content Marketing, CRM, SEO, Presentation Skills, Brand Management. Experience: 7-10 years.",Colombo,Colombo,Western,"LKR 42,000 - 51,000",42000.0,51000.0,LKR,Sales & Marketing,7-10 years,7,10,senior,Full-time,onsite,2025-11-18,2026-05-14 10:58:36.225919,linkedin,0,"[""Content Marketing"", ""CRM"", ""SEO"", ""Presentation Skills"", ""Brand Management""]",[]
2683,Loan Officer,Pan Asia Banking,"We are looking for a Loan Officer to join Pan Asia Banking in Gampaha. Requirements: Compliance, Credit Analysis, Banking Operations, SQL, Auditing, Anti-Money Laundering. Experience: 1-2 years.",Gampaha,Gampaha,Western,"LKR 274,000 - 335,000",274000.0,335000.0,LKR,Banking & Financial Services,1-2 years,1,2,junior,Full-time,onsite,2026-04-09,2026-05-14 10:58:36.225957,gazette,0,"[""Compliance"", ""Credit Analysis"", ""Banking Operations"", ""SQL"", ""Auditing"", ""Anti-Money Laundering""]",[]
2684,Technical Lead,Persistent Systems,"We are looking for a Technical Lead to join Persistent Systems in Colombo. Requirements: Linux, Python, SQL, Git, Azure, REST API, JavaScript, Angular. Experience: 1-2 years.",Colombo,Colombo,Western,"LKR 88,000 - 108,000",88000.0,108000.0,LKR,Information Technology,1-2 years,1,2,junior,Internship,hybrid,2026-04-24,2026-05-14 10:58:36.225996,dreamjobs,1,"[""Linux"", ""Python"", ""SQL"", ""Git"", ""Azure"", ""REST API"", ""JavaScript"", ""Angular""]",[]
2685,Staff Nurse,Ministry of Health,"We are looking for a Staff Nurse to join Ministry of Health in Galle. Requirements: Nursing, GMP, Medical Laboratory, Public Health. Experience: 2-5 years.",Galle,Galle,Southern,"LKR 268,000 - 328,000",268000.0,328000.0,LKR,Healthcare,2-5 years,2,5,junior,Full-time,onsite,2025-12-09,2026-05-14 10:58:36.226035,linkedin,0,"[""Nursing"", ""GMP"", ""Medical Laboratory"", ""Public Health""]",[]
2686,Technical Lead,Enactor,"We are looking for a Technical Lead to join Enactor in Colombo. Requirements: Node.js, Agile, TypeScript, React. Experience: 3-6 years.",Colombo,Colombo,Western,"LKR 375,000 - 459,000",375000.0,459000.0,LKR,Information Technology,3-6 years,3,6,mid,Full-time,hybrid,2025-12-08,2026-05-14 10:58:36.226072,topjobs,0,"[""Node.js"", ""Agile"", ""TypeScript"", ""React""]",[]
2687,Solutions Architect,Lanka Bell,"We are looking for a Solutions Architect to join Lanka Bell in Mannar. Requirements: Networking, SQL, Project Management, Communication. Experience: Fresh/Entry Level.",Mannar,Mannar,Northern,"LKR 299,000 - 365,000",299000.0,365000.0,LKR,Telecommunications,Fresh/Entry Level,0,3,entry,Full-time,onsite,2025-11-19,2026-05-14 10:58:36.226109,topjobs,1,"[""Networking"", ""SQL"", ""Project Management"", ""Communication""]",[]
2688,Business Intelligence Analyst,Arimac,"We are looking for a Business Intelligence Analyst to join Arimac in Colombo. Requirements: Agile, Linux, PostgreSQL. Experience: 3-5 years.",Colombo,Colombo,Western,,,,LKR,Information Technology,3-5 years,3,5,mid,Full-time,remote,2026-01-05,2026-05-14 10:58:36.226141,dreamjobs,0,"[""Agile"", ""Linux"", ""PostgreSQL""]",[]
2689,Fleet Manager,Aitken Spence Cargo,"We are looking for a Fleet Manager to join Aitken Spence Cargo in Gampaha. Requirements: CILT, Excel, Logistics, Supply Chain Management, Communication, ERP. Experience: Fresh/Entry Level.",Gampaha,Gampaha,Western,"LKR 102,000 - 125,000",102000.0,125000.0,LKR,Logistics & Transportation,Fresh/Entry Level,0,2,entry,Full-time,onsite,2026-01-29,2026-05-14 10:58:36.226180,topjobs,1,"[""CILT"", ""Excel"", ""Logistics"", ""Supply Chain Management"", ""Communication"", ""ERP""]",[]
